preset_name,preset_desc,W_DEMAND_TOTAL,W_DEMAND_UNDERSERVED,W_PARK_DIST,W_SIZE,W_FLOOD,max_sites_rule,target_overall_access_percent_rule,target_underserved_recovery_percent_rule,initial_overall_access_pct,final_overall_access_percent,final_underserved_recovery_percent,sites_selected,stopping_criteria_met
balanced,General-purpose trade-off: Balanced weights.,0.2,0.2,0.2,0.2,0.2,10,,,78.20135161419252,83.19755446903919,22.919782760932858,10,Max number of sites reached (10)
