iteration,selected_this_iteration,cand_id,cand_node,score,demand_total_pop,demand_underserved_pop,park_dist_m,area_m2,flood_risk_0_1,flood_norm,demand_total_norm,demand_underserved_norm,park_dist_norm,size_norm,centroid_x,centroid_y
1,True,176,6944189446,0.697841930828986,3849.7242077416854,2699.974667807928,1144.614174232953,2550.0167470569,0.0,1.0,0.37499900071875564,1.0,0.7153838588955956,0.39882679453057834,265955.0934207387,193949.1992726148
1,False,168,1360914072,0.6556554304373214,3553.531781911261,2297.355281084451,972.4145283932056,3462.732112464846,0.0,1.0,0.3457462871037099,0.8508803095362526,0.6077590802457535,0.4738914753008905,265847.8879476747,193595.28532482716
1,False,169,6937795574,0.6403963518243544,3531.8512746930646,2342.338761110865,980.9520524116136,2339.9936657562516,0.0,1.0,0.34360506533916035,0.8675410140098008,0.6130950327572585,0.3777406470155523,265903.5965674955,193620.07435763758
1,False,174,245564833,0.6161106344990627,4507.4760019105415,2581.7148779338686,937.489537898626,749.2434579974375,0.0,1.0,0.4399602326295942,0.9561996668768478,0.5859309611866412,0.09846231180222977,265811.8022567506,193828.35734214017
1,False,317,4634768621,0.5959679018152039,402.3506612670902,381.83717988223077,1287.220815326658,29546.55851628618,0.0006236693388641954,0.9993763306611358,0.0345276642341368,0.14142250460158542,0.8045130095791613,1.0,268496.5940709009,197198.64575792683
1,False,165,178731899,0.5955318975377554,2119.5921250309116,1157.0264861304818,922.6994223534357,11615.311392355125,0.0025593157258162716,0.9974406842741838,0.20412677740026786,0.4285323488126855,0.5766871389708973,0.7708725382307423,265900.72672965424,193415.20681739214
1,False,339,12382854921,0.5909056123131435,2650.0449170327406,1720.260196314147,1056.4986216564641,2820.4257331285658,0.022992143335778176,0.9770078566642219,0.25651563767320007,0.6371393838708873,0.6603116385352901,0.4235535448221178,266008.8283335661,197601.243353769
1,False,413,7086723955,0.5902714886327516,982.1014058988636,757.1638745656879,1110.4205650243484,19293.638784405866,0.010280282139884812,0.9897197178601151,0.09178531507809284,0.2804336957651602,0.6940128531402178,0.8954058613201714,262404.57733707805,196636.22065635436
1,False,171,248524725,0.5870711318028212,4062.0297818466524,1857.0050984585696,930.5872779311546,1544.3059766167457,0.005816435401034498,0.9941835645989655,0.3959668365462866,0.6877861191069049,0.5816170487069716,0.27580209005497724,265755.0508542861,193734.46120747464
1,False,355,841332806,0.5816133080182463,1505.0499678844644,1164.391688133486,1228.2055952331957,5039.354235182646,0.00021327956318096435,0.999786720436819,0.14343303860199882,0.4312602270001442,0.7676284970207473,0.5659580570315217,267296.49185511016,198092.77407368028
1,False,167,475170101,0.5795260581821648,3126.322479458417,2116.5388949155767,1037.374291855225,970.1660800805179,0.0,1.0,0.3035540151598916,0.7839106492928563,0.6483589324095156,0.16180669404856068,265945.4763057687,193562.5916827519
1,False,226,1385744615,0.5738193274259974,577.3209408942191,517.1695869897953,1244.5400501605307,16220.217371332557,0.004917845531625598,0.9950821544683744,0.051808171886304884,0.19154608861929734,0.7778375313503316,0.8528226908056787,262912.93607206765,195705.9473643618
1,False,229,444402380,0.5729707874504602,954.0260398755918,710.2417050533327,1192.1651729937553,11472.995990098105,0.00016393815917155986,0.9998360618408284,0.08901252087306293,0.2630549514118101,0.745103233121097,0.767847170005502,262462.2891982511,196513.44974449126
1,False,154,9893329707,0.5709385340814008,4439.56260380845,1215.3704706270728,846.2777294084905,3049.152643744606,0.0003096079085225236,0.9996903920914775,0.43325293354949396,0.4501414347023541,0.5289235808803066,0.44268432918337197,265527.1020432881,193300.87235176362
1,False,439,10733062604,0.5698041445339916,2637.5583831891495,1658.3948878495528,1083.1317957408673,3998.866674060291,0.2066569812289659,0.7933430187710341,0.2552824359883593,0.6142260916825492,0.6769573723380421,0.509211803889973,267245.3753951464,198542.89006699334
1,False,340,12382854921,0.5692438348807591,2650.0449170327406,1720.260196314147,1056.4986216564641,1651.435033743927,0.0,1.0,0.25651563767320007,0.6371393838708873,0.6603116385352901,0.2922525143244174,265940.1040551116,197602.32087350317
1,False,297,701673586,0.5669866689644563,955.755692484335,653.6349952311663,1067.772654057493,15164.28514993946,0.0,1.0,0.08918334574231886,0.24208930662369638,0.667357908785933,0.8363027836703326,266432.074722728,195636.1934556015
1,False,166,7555773967,0.5646601181431247,2984.277970606847,1876.9104570738757,941.6937063382545,1390.4230163431914,0.0,1.0,0.2895253399620871,0.6951585433198576,0.588558566461409,0.25005814097226936,265878.04055911745,193515.21254200157
1,False,172,248524725,0.5595020974733116,4062.0297818466524,1857.0050984585696,930.5872779311546,2292.830516513161,0.24060516881466246,0.7593948311853376,0.3959668365462866,0.6877861191069049,0.5816170487069716,0.37274565182105707,265804.6539865801,193758.83311583218
1,False,384,4997272485,0.558848072605834,248.02822524461328,248.02822524461328,2099.184814884006,8122.323570666049,0.0,1.0,0.01928638987445319,0.09186316753333984,1.0,0.6830908056213766,260353.94249631,198705.73009566107
1,False,269,7900431684,0.5573373892397753,2180.9321882008185,1186.0181477734734,434.937483051792,17072.897154063478,0.0,1.0,0.21018487728586524,0.43927010201780337,0.27183592690737,0.8653960399878377,267909.6234716786,193172.27969136607
1,False,247,28390177,0.5552667784385104,952.8606388715128,952.8606388715128,1596.9643339454487,2141.410519170447,0.01956603390119852,0.9804339660988015,0.08889742292036062,0.35291465887905055,0.9981027087159055,0.35598513557843364,261265.83720396017,193111.39725242462
1,False,302,6443099274,0.5524259333254256,573.7973551252383,573.7973551252383,1561.0465531544687,4522.734371725342,0.016922188237901706,0.9830778117620983,0.05146017363783833,0.2125195328558754,0.9756540957215429,0.539418052649773,267015.3778349334,196165.51457523712
1,False,175,13665793094,0.5505558426865502,4401.4635270353265,2096.8337975258005,856.8423519699456,524.6524566791522,0.0,1.0,0.42949017230157505,0.7766123966000728,0.535526469981216,0.011150174549887195,265729.028798266,193911.69191530562
1,False,286,701673495,0.5465107743436413,598.6201801307149,402.97035013388995,1071.586862726483,17063.6401465223,0.005612274812427664,0.9943877251875723,0.05391173866002201,0.14924967813163076,0.6697417892040519,0.8652629405349291,266742.3166322523,195537.7150648724
