iteration,selected_this_iteration,cand_id,cand_node,score,demand_total_pop,demand_underserved_pop,park_dist_m,area_m2,flood_risk_0_1,flood_norm,demand_total_norm,demand_underserved_norm,park_dist_norm,size_norm,centroid_x,centroid_y
1,True,317,4634768621,0.7978592170398291,402.3506612670902,381.83717988223077,1287.220815326658,29546.55851628618,0.0006236693388641954,0.9993763306611358,0.0345276642341368,0.14142250460158542,0.8045130095791613,1.0,268496.5940709009,197198.64575792683
1,False,413,7086723955,0.7617014462844502,982.1014058988636,757.1638745656879,1110.4205650243484,19293.638784405866,0.010280282139884812,0.9897197178601151,0.09178531507809284,0.2804336957651602,0.6940128531402178,0.8954058613201714,262404.57733707805,196636.22065635436
1,False,226,1385744615,0.7417729018483772,577.3209408942191,517.1695869897953,1244.5400501605307,16220.217371332557,0.004917845531625598,0.9950821544683744,0.051808171886304884,0.19154608861929734,0.7778375313503316,0.8528226908056787,262912.93607206765,195705.9473643618
1,False,269,7900431684,0.7382875066162389,2180.9321882008185,1186.0181477734734,434.937483051792,17072.897154063478,0.0,1.0,0.21018487728586524,0.43927010201780337,0.27183592690737,0.8653960399878377,267909.6234716786,193172.27969136607
1,False,297,701673586,0.734384169583328,955.755692484335,653.6349952311663,1067.772654057493,15164.28514993946,0.0,1.0,0.08918334574231886,0.24208930662369638,0.667357908785933,0.8363027836703326,266432.074722728,195636.1934556015
1,False,286,701673495,0.7317118143698138,598.6201801307149,402.97035013388995,1071.586862726483,17063.6401465223,0.005612274812427664,0.9943877251875723,0.05391173866002201,0.14924967813163076,0.6697417892040519,0.8652629405349291,266742.3166322523,195537.7150648724
1,False,165,178731899,0.7285158470929372,2119.5921250309116,1157.0264861304818,922.6994223534357,11615.311392355125,0.0025593157258162716,0.9974406842741838,0.20412677740026786,0.4285323488126855,0.5766871389708973,0.7708725382307423,265900.72672965424,193415.20681739214
1,False,423,768942486,0.7177073123279529,529.1080836534155,0.0,780.8699905728937,20849.093616654725,0.005251088597798581,0.9947489114022015,0.04704654808220475,0.0,0.48804374410805856,0.9144340242206654,265357.13111483963,198749.85382169415
1,False,229,444402380,0.7168067570950463,954.0260398755918,710.2417050533327,1192.1651729937553,11472.995990098105,0.00016393815917155986,0.9998360618408284,0.08901252087306293,0.2630549514118101,0.745103233121097,0.767847170005502,262462.2891982511,196513.44974449126
1,False,373,1723322145,0.7017822210478972,259.872089759266,204.96953558477315,1017.5972150304543,14409.177093296219,0.0032062899706635866,0.9967937100293364,0.020456119909821806,0.07591535506930702,0.635998259394034,0.8237678365044501,260539.67973092542,197253.58016815063
1,False,292,1361935765,0.6975154171189577,1368.1430646987992,602.6639532155253,676.4597597637486,13253.691828205177,0.004591128783014755,0.9954088712169853,0.12991176634264018,0.2232109657920679,0.4227873498523429,0.8032543688878926,266146.00915930833,195236.17393352507
